region	tenure	age	marital	address	income	ed	employ	retire	gender	reside	tollfree	equip	callcard	wireless	longmon	tollmon	equipmon	cardmon	wiremon	longten	tollten	equipten	cardten	wireten	multline	voice	pager	internet	callid	callwait	forward	confer	ebill	loglong	logtoll	logequi	logcard	logwire	lninc	custcat	churn
3	53	38	1	15	20.000000	3	6	0.000000	1	4	0	0	1	1	12.050000	0.000000	0.000000	10.750000	20.250000	547.050000	0.000000	0.000000	545.000000	1048.400000	1	0	0	1	0	1	1	0	1	2.489065			2.374906	3.008155	2.995732	2	0
3	20	51	1	11	27.000000	4	6	0.000000	0	3	1	0	1	0	9.050000	24.750000	0.000000	11.500000	0.000000	182.950000	490.250000	0.000000	215.000000	0.000000	0	0	0	0	1	1	1	1	1	2.202765	3.208825		2.442347		3.295837	3	0
2	70	35	1	4	48.000000	2	9	0.000000	0	3	0	0	1	0	43.600000	0.000000	0.000000	30.000000	0.000000	3040.800000	0.000000	0.000000	2020.000000	0.000000	1	0	0	0	0	0	0	1	0	3.775057			3.401197		3.871201	2	0
3	32	47	0	25	135.000000	2	6	0.000000	1	1	0	0	0	0	10.500000	0.000000	0.000000	0.000000	0.000000	353.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	1	0	0	0	0	0	2.351375					4.905275	1	0
2	61	52	1	23	19.000000	1	0	0.000000	0	2	1	1	1	0	18.200000	24.750000	29.950000	9.250000	0.000000	1037.650000	1568.400000	1758.400000	570.000000	0.000000	1	0	0	0	1	1	1	1	0	2.901422	3.208825	3.399529	2.224624		2.944439	3	1
1	24	25	1	3	28.000000	4	0	0.000000	0	3	0	1	1	1	10.600000	0.000000	40.400000	25.250000	23.400000	267.300000	0.000000	920.150000	530.000000	533.850000	1	0	1	1	0	0	0	0	1	2.360854		3.698830	3.228826	3.152736	3.332205	2	0
2	56	61	1	14	12.000000	1	16	1.000000	1	2	0	0	1	0	16.850000	0.000000	0.000000	11.250000	0.000000	881.650000	0.000000	0.000000	595.000000	0.000000	0	0	0	0	0	0	0	0	0	2.824351			2.420368		2.484907	1	0
3	54	59	0	28	28.000000	2	15	0.000000	0	1	0	1	1	1	10.700000	0.000000	31.650000	5.250000	19.050000	638.550000	0.000000	1717.700000	290.000000	894.100000	1	0	0	1	1	0	0	1	0	2.370244		3.454738	1.658228	2.947067	3.332205	2	0
3	43	38	1	7	18.000000	3	8	0.000000	1	3	0	1	0	1	9.400000	0.000000	39.550000	0.000000	29.400000	411.150000	0.000000	1758.700000	0.000000	1159.300000	1	1	1	1	1	1	0	0	0	2.240710		3.677566		3.380995	2.890372	4	0
1	19	35	0	7	58.000000	3	5	0.000000	1	1	1	1	1	1	3.650000	37.000000	40.300000	21.250000	43.050000	65.150000	690.850000	742.950000	385.000000	741.650000	1	1	1	1	1	1	1	1	0	1.294727	3.610918	3.696351	3.056357	3.762362	4.060443	4	1
3	5	43	0	16	72.000000	3	17	0.000000	1	1	1	0	1	0	5.550000	15.750000	0.000000	6.500000	0.000000	23.900000	62.250000	0.000000	25.000000	0.000000	0	0	0	0	1	1	1	1	0	1.713798	2.756840		1.871802		4.276666	3	0
1	24	61	1	6	112.000000	4	3	0.000000	1	4	0	0	1	0	8.200000	0.000000	0.000000	11.000000	0.000000	210.250000	0.000000	0.000000	265.000000	0.000000	0	0	0	1	0	0	0	0	1	2.104134			2.397895		4.718499	1	1
3	62	35	1	2	28.000000	2	8	0.000000	1	2	0	0	1	0	18.450000	0.000000	0.000000	19.000000	0.000000	1152.700000	0.000000	0.000000	1150.000000	0.000000	1	0	0	0	0	0	0	0	0	2.915064			2.944439		3.332205	2	0
2	14	40	0	13	398.000000	5	11	0.000000	1	1	1	1	1	1	6.400000	18.000000	43.100000	23.750000	47.700000	71.000000	259.000000	597.800000	295.000000	644.350000	1	1	1	1	1	1	1	1	1	1.856298	2.890372	3.763523	3.167583	3.864931	5.986452	4	1
3	60	48	1	22	106.000000	3	21	0.000000	1	3	1	0	1	1	13.050000	44.250000	0.000000	17.000000	69.550000	760.950000	2601.850000	0.000000	1050.000000	4154.550000	1	1	1	0	1	1	1	1	0	2.568788	3.789855		2.833213	4.242046	4.663439	4	0
2	30	74	1	12	10.000000	1	3	1.000000	1	2	1	0	1	0	7.250000	30.250000	0.000000	17.250000	0.000000	225.300000	906.000000	0.000000	585.000000	0.000000	0	0	0	0	1	1	1	1	0	1.981001	3.409496		2.847812		2.302585	3	0
1	40	42	1	16	108.000000	3	17	0.000000	0	4	0	1	0	0	4.950000	0.000000	29.700000	0.000000	0.000000	205.650000	0.000000	1151.350000	0.000000	0.000000	1	0	0	1	0	0	0	0	1	1.599388		3.391147			4.682131	2	1
2	42	50	1	17	85.000000	2	15	0.000000	1	4	0	0	1	0	14.300000	0.000000	0.000000	11.500000	0.000000	567.950000	0.000000	0.000000	485.000000	0.000000	0	0	0	0	0	0	0	0	0	2.660260			2.442347		4.442651	1	0
1	20	34	0	14	51.000000	3	9	0.000000	1	1	0	0	0	0	5.650000	0.000000	0.000000	0.000000	0.000000	126.400000	0.000000	0.000000	0.000000	0.000000	1	0	0	1	0	0	0	0	0	1.731656					3.931826	2	1
1	4	22	1	1	22.000000	2	2	0.000000	1	3	0	0	1	0	2.250000	0.000000	0.000000	23.500000	0.000000	8.000000	0.000000	0.000000	85.000000	0.000000	0	0	0	0	1	0	1	1	0	0.810930			3.157000		3.091042	3	0
2	44	49	1	2	66.000000	2	8	0.000000	1	4	1	0	1	1	4.250000	43.250000	0.000000	38.750000	39.550000	184.900000	1980.050000	0.000000	1655.000000	1655.900000	1	1	1	0	1	1	1	1	0	1.446919	3.766997		3.657131	3.677566	4.189655	4	0
3	49	63	0	18	10.000000	2	2	1.000000	0	1	1	0	1	0	13.900000	33.250000	0.000000	12.750000	0.000000	668.950000	1624.600000	0.000000	615.000000	0.000000	0	0	0	0	1	1	1	1	0	2.631889	3.504055		2.545531		2.302585	3	0
3	5	36	1	2	34.000000	1	4	0.000000	1	2	1	0	0	0	3.500000	19.500000	0.000000	0.000000	0.000000	14.200000	105.900000	0.000000	0.000000	0.000000	0	0	0	0	1	0	1	1	0	1.252763	2.970414				3.526361	3	1
3	70	50	1	29	67.000000	1	22	0.000000	0	4	0	0	1	0	51.900000	0.000000	0.000000	15.750000	0.000000	3438.400000	0.000000	0.000000	1075.000000	0.000000	1	0	0	0	0	0	0	0	0	3.949319			2.756840		4.204693	2	0
1	30	57	1	16	19.000000	1	1	0.000000	0	4	0	0	1	0	7.250000	0.000000	0.000000	8.500000	0.000000	200.100000	0.000000	0.000000	285.000000	0.000000	0	0	0	0	0	0	0	0	0	1.981001			2.140066		2.944439	1	1
2	28	48	0	20	128.000000	4	4	0.000000	1	1	1	1	1	1	10.000000	20.750000	53.600000	26.500000	55.300000	313.050000	590.900000	1481.350000	710.000000	1424.200000	0	1	1	1	1	1	1	1	1	2.302585	3.032546	3.981549	3.277145	4.012773	4.852030	4	1
1	5	28	1	3	39.000000	5	1	0.000000	0	6	1	1	1	1	4.700000	24.250000	44.650000	16.500000	32.500000	30.750000	131.900000	184.250000	60.000000	106.200000	1	1	1	1	1	1	1	1	0	1.547563	3.188417	3.798854	2.803360	3.481240	3.663562	4	0
2	27	35	0	12	56.000000	1	3	0.000000	1	1	1	1	1	1	8.250000	32.500000	35.650000	11.000000	33.850000	202.550000	897.950000	903.250000	205.000000	805.950000	0	1	1	0	1	1	1	1	1	2.110213	3.481240	3.573749	2.397895	3.521939	4.025352	4	0
2	17	39	0	12	45.000000	4	10	0.000000	1	1	0	1	0	0	8.650000	0.000000	28.950000	0.000000	0.000000	133.100000	0.000000	450.200000	0.000000	0.000000	0	0	0	0	0	0	0	0	1	2.157559		3.365570			3.806662	1	1
1	4	37	1	8	25.000000	1	1	0.000000	1	5	0	0	0	0	2.500000	0.000000	0.000000	0.000000	0.000000	9.150000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0.916291					3.218876	1	0
1	30	23	1	0	24.000000	2	1	0.000000	1	4	1	0	0	0	13.350000	22.500000	0.000000	0.000000	0.000000	397.400000	636.350000	0.000000	0.000000	0.000000	0	0	0	1	1	1	0	1	0	2.591516	3.113515				3.178054	3	0
3	71	40	1	19	53.000000	4	14	0.000000	1	2	1	0	1	1	10.150000	40.000000	0.000000	27.750000	38.350000	781.700000	2912.300000	0.000000	2030.000000	2590.650000	1	0	1	1	1	1	1	1	0	2.317474	3.688879		3.323236	3.646755	3.970292	4	0
3	67	77	0	55	49.000000	1	45	1.000000	1	1	0	0	1	0	25.350000	0.000000	0.000000	26.750000	0.000000	1692.000000	0.000000	0.000000	1755.000000	0.000000	0	0	0	0	0	1	0	0	0	3.232779			3.286534		3.891820	1	0
3	24	48	1	3	38.000000	1	16	0.000000	1	2	0	0	1	0	5.550000	0.000000	0.000000	11.250000	0.000000	133.400000	0.000000	0.000000	265.000000	0.000000	0	0	0	0	0	0	0	0	0	1.713798			2.420368		3.637586	1	0
1	24	54	1	7	84.000000	3	10	0.000000	1	2	0	1	1	0	11.450000	0.000000	28.700000	10.500000	0.000000	288.050000	0.000000	675.400000	220.000000	0.000000	0	0	0	1	0	0	0	0	1	2.437990		3.356897	2.351375		4.430817	1	1
2	59	54	0	32	126.000000	1	22	0.000000	1	1	1	0	1	0	13.600000	28.750000	0.000000	11.750000	0.000000	796.400000	1625.100000	0.000000	660.000000	0.000000	0	0	0	0	1	1	1	1	0	2.610070	3.358638		2.463853		4.836282	3	0
3	59	32	0	9	73.000000	4	5	0.000000	0	1	1	0	1	0	29.200000	21.500000	0.000000	12.750000	0.000000	1726.600000	1231.900000	0.000000	655.000000	0.000000	1	0	0	0	1	1	0	0	1	3.374169	3.068053		2.545531		4.290459	2	1
3	44	37	1	1	41.000000	4	8	0.000000	1	6	0	0	0	0	9.150000	0.000000	0.000000	0.000000	0.000000	387.950000	0.000000	0.000000	0.000000	0.000000	1	1	0	1	0	0	0	0	1	2.213754					3.713572	2	0
1	19	31	1	0	22.000000	4	2	0.000000	0	3	0	0	0	0	4.850000	0.000000	0.000000	0.000000	0.000000	88.900000	0.000000	0.000000	0.000000	0.000000	1	0	0	0	0	0	0	0	0	1.578979					3.091042	2	1
2	58	46	1	23	23.000000	1	2	0.000000	1	2	0	1	1	0	11.100000	0.000000	25.600000	10.500000	0.000000	620.750000	0.000000	1471.400000	625.000000	0.000000	0	0	0	1	0	0	0	0	0	2.406945		3.242592	2.351375		3.135494	1	0
1	41	53	1	22	94.000000	2	25	0.000000	0	2	0	0	1	0	12.650000	0.000000	0.000000	11.750000	0.000000	488.150000	0.000000	0.000000	500.000000	0.000000	1	0	0	0	0	0	0	1	0	2.537657			2.463853		4.543295	2	0
2	16	33	0	1	30.000000	3	7	0.000000	0	4	1	1	1	1	9.250000	21.000000	41.400000	17.750000	41.000000	138.500000	282.300000	634.100000	265.000000	595.300000	0	1	0	0	1	1	1	1	0	2.224624	3.044522	3.723281	2.876386	3.713572	3.401197	3	1
3	13	36	0	11	31.000000	2	0	0.000000	0	1	0	0	0	0	2.300000	0.000000	0.000000	0.000000	0.000000	30.500000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	1	0	0.832909					3.433987	1	1
1	60	53	0	22	171.000000	1	37	0.000000	1	1	1	0	1	0	9.900000	31.750000	0.000000	18.000000	0.000000	608.650000	1972.100000	0.000000	1070.000000	0.000000	0	0	0	0	1	1	1	1	0	2.292535	3.457893		2.890372		5.141664	3	0
2	72	49	1	23	102.000000	1	27	0.000000	1	6	0	0	1	0	41.150000	0.000000	0.000000	33.250000	0.000000	3098.550000	0.000000	0.000000	2345.000000	0.000000	1	0	0	0	0	0	0	0	0	3.717224			3.504055		4.624973	2	0
2	33	39	0	17	27.000000	4	3	0.000000	1	1	1	1	1	1	9.700000	21.750000	41.750000	8.500000	61.600000	294.800000	680.300000	1342.050000	255.000000	2019.750000	1	1	1	1	0	1	0	0	1	2.272126	3.079614	3.731699	2.140066	4.120662	3.295837	4	0
2	72	45	1	25	98.000000	4	20	0.000000	1	2	0	0	1	1	30.250000	0.000000	0.000000	13.250000	42.850000	2182.650000	0.000000	0.000000	900.000000	2940.350000	1	1	1	0	1	1	1	1	0	3.409496			2.583998	3.757706	4.584967	4	0
1	66	54	1	8	591.000000	4	25	0.000000	1	2	1	1	1	1	25.000000	34.250000	45.000000	16.000000	53.000000	1636.250000	2242.550000	2816.250000	1005.000000	3538.500000	1	1	1	0	1	1	1	1	0	3.218876	3.533687	3.806662	2.772589	3.970292	6.381816	4	0
3	53	37	1	7	25.000000	1	2	0.000000	1	6	1	0	1	0	5.400000	52.000000	0.000000	34.000000	0.000000	291.500000	2794.950000	0.000000	1660.000000	0.000000	0	0	0	0	1	1	1	1	0	1.686399	3.951244		3.526361		3.218876	3	0
2	22	28	1	0	36.000000	4	0	0.000000	0	4	1	1	1	1	9.700000	21.500000	39.900000	9.500000	42.900000	220.750000	480.100000	857.200000	175.000000	883.200000	1	0	1	1	1	1	1	1	1	2.272126	3.068053	3.686376	2.251292	3.758872	3.583519	4	0
2	14	26	1	1	25.000000	2	0	0.000000	1	3	0	0	0	0	4.400000	0.000000	0.000000	0.000000	0.000000	71.200000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	1	0	1	0	0	1.481605					3.218876	3	0
1	52	49	0	18	69.000000	2	13	0.000000	1	2	0	0	1	1	18.350000	0.000000	0.000000	19.000000	34.500000	893.250000	0.000000	0.000000	935.000000	1711.700000	0	0	0	0	1	1	1	1	0	2.909630			2.944439	3.540959	4.234107	3	0
3	33	30	1	5	22.000000	1	0	0.000000	0	2	1	0	1	1	5.550000	33.750000	0.000000	37.250000	30.000000	211.050000	1129.250000	0.000000	1215.000000	946.800000	0	0	1	0	1	1	1	1	0	1.713798	3.518980		3.617652	3.401197	3.091042	3	0
3	72	66	0	26	67.000000	2	37	1.000000	1	1	1	0	1	0	39.100000	65.000000	0.000000	39.750000	0.000000	2743.650000	4748.450000	0.000000	2830.000000	0.000000	1	0	0	0	1	1	1	1	0	3.666122	4.174387		3.682610		4.204693	3	0
1	40	40	1	3	73.000000	4	12	0.000000	1	4	0	0	1	1	10.000000	0.000000	0.000000	14.000000	27.150000	376.600000	0.000000	0.000000	555.000000	1035.500000	1	1	0	0	1	1	1	1	0	2.302585			2.639057	3.301377	4.290459	3	1
2	29	26	0	1	22.000000	4	2	0.000000	1	1	0	1	1	1	6.100000	0.000000	47.000000	24.250000	35.550000	175.300000	0.000000	1265.650000	710.000000	965.900000	1	1	1	1	1	0	1	1	1	1.808289		3.850148	3.188417	3.570940	3.091042	4	1
3	63	67	0	22	9.000000	2	12	1.000000	0	1	0	0	1	0	18.050000	0.000000	0.000000	19.000000	0.000000	1140.200000	0.000000	0.000000	1135.000000	0.000000	0	0	0	0	1	1	1	1	0	2.893146			2.944439		2.197225	3	0
2	56	54	0	25	147.000000	3	31	0.000000	1	1	1	1	1	1	12.700000	24.500000	39.050000	24.250000	34.200000	763.100000	1348.150000	2108.100000	1310.000000	1848.850000	1	0	1	1	1	0	0	0	1	2.541602	3.198673	3.664843	3.188417	3.532226	4.990433	2	0
3	60	50	1	26	239.000000	2	19	0.000000	1	2	1	0	1	1	21.500000	77.750000	0.000000	10.250000	64.200000	1377.000000	4628.500000	0.000000	570.000000	3756.150000	0	1	1	0	1	1	1	1	0	3.068053	4.353499		2.327278	4.162003	5.476464	4	0
3	28	22	1	3	23.000000	3	1	0.000000	0	5	0	0	0	0	10.950000	0.000000	0.000000	0.000000	0.000000	263.950000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	1	0	0	0	1	2.393339					3.135494	1	0
2	39	39	0	19	29.000000	4	6	0.000000	0	1	0	0	1	0	5.950000	0.000000	0.000000	21.250000	0.000000	227.850000	0.000000	0.000000	835.000000	0.000000	1	0	0	1	0	0	0	1	0	1.783391			3.056357		3.367296	2	0
3	65	39	1	18	32.000000	2	15	0.000000	0	4	0	0	1	0	21.100000	0.000000	0.000000	9.750000	0.000000	1432.800000	0.000000	0.000000	585.000000	0.000000	0	0	0	0	1	0	1	0	0	3.049273			2.277267		3.465736	3	0
3	29	31	0	7	30.000000	3	7	0.000000	1	1	1	0	1	0	7.600000	33.750000	0.000000	14.500000	0.000000	240.850000	937.850000	0.000000	395.000000	0.000000	0	0	1	0	1	1	1	1	0	2.028148	3.518980		2.674149		3.401197	3	0
3	28	36	0	8	57.000000	2	13	0.000000	1	2	1	0	1	0	9.600000	21.750000	0.000000	17.250000	0.000000	272.850000	607.950000	0.000000	435.000000	0.000000	0	0	0	0	1	1	1	1	0	2.261763	3.079614		2.847812		4.043051	3	0
1	2	18	0	0	20.000000	2	0	0.000000	0	1	1	0	1	1	3.750000	22.250000	0.000000	23.500000	27.100000	4.450000	44.650000	0.000000	15.000000	25.650000	0	0	1	0	1	1	1	1	0	1.321756	3.102342		3.157000	3.299534	2.995732	3	1
3	67	52	0	13	248.000000	2	20	0.000000	1	3	1	1	1	0	35.850000	39.750000	34.300000	22.250000	0.000000	2368.900000	2522.750000	2170.850000	1435.000000	0.000000	1	0	0	0	1	0	1	1	0	3.579344	3.682610	3.535145	3.102342		5.513429	3	0
3	5	35	1	9	59.000000	3	8	0.000000	1	5	1	1	1	1	3.100000	18.500000	37.900000	22.750000	26.400000	21.450000	114.800000	140.350000	120.000000	109.600000	0	0	1	1	1	1	0	0	1	1.131402	2.917771	3.634951	3.124565	3.273364	4.077537	4	0
3	48	35	0	10	24.000000	2	6	0.000000	0	1	1	0	1	0	16.950000	43.000000	0.000000	28.500000	0.000000	874.450000	2007.400000	0.000000	1270.000000	0.000000	0	0	0	0	1	0	1	1	0	2.830268	3.761200		3.349904		3.178054	3	0
2	10	26	1	4	25.000000	1	4	0.000000	1	3	0	0	0	0	3.700000	0.000000	0.000000	0.000000	0.000000	38.200000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.308333					3.218876	1	0
2	17	28	0	3	37.000000	3	2	0.000000	1	1	0	0	0	0	5.500000	0.000000	0.000000	0.000000	0.000000	84.250000	0.000000	0.000000	0.000000	0.000000	1	0	0	0	0	0	1	1	0	1.704748					3.610918	3	1
1	21	24	1	0	30.000000	4	0	0.000000	1	5	1	1	1	1	17.800000	23.750000	36.300000	10.500000	31.750000	374.050000	513.650000	738.900000	205.000000	642.200000	1	1	0	1	0	1	1	0	1	2.879198	3.167583	3.591818	2.351375	3.457893	3.401197	4	0
2	25	51	0	9	66.000000	4	13	0.000000	0	2	1	1	1	1	6.450000	16.250000	48.150000	31.000000	34.550000	140.850000	415.550000	1202.650000	790.000000	828.250000	1	1	1	1	1	1	1	1	1	1.864080	2.788093	3.874321	3.433987	3.542408	4.189655	4	0
3	44	31	0	8	16.000000	1	3	0.000000	0	1	0	0	1	0	14.400000	0.000000	0.000000	12.000000	0.000000	632.950000	0.000000	0.000000	490.000000	0.000000	0	0	0	0	0	0	0	0	0	2.667228			2.484907		2.772589	1	1
2	59	49	0	28	429.000000	4	23	0.000000	1	2	1	1	1	1	10.200000	24.250000	42.850000	16.000000	43.350000	592.200000	1524.800000	2444.700000	885.000000	2450.900000	1	0	1	0	1	0	1	1	1	2.322388	3.188417	3.757706	2.772589	3.769307	6.061457	4	1
2	11	26	0	7	20.000000	2	4	0.000000	0	1	0	0	0	0	6.950000	0.000000	0.000000	0.000000	0.000000	84.050000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.938742					2.995732	1	0
2	50	68	1	32	262.000000	3	28	0.000000	0	2	1	1	1	1	12.400000	20.500000	40.800000	18.250000	25.150000	601.100000	993.650000	2025.250000	870.000000	1217.350000	0	0	0	1	1	0	1	1	1	2.517696	3.020425	3.708682	2.904165	3.224858	5.568345	3	0
3	23	25	1	2	28.000000	3	1	0.000000	1	5	0	0	0	0	4.150000	0.000000	0.000000	0.000000	0.000000	94.250000	0.000000	0.000000	0.000000	0.000000	1	0	0	0	0	0	0	0	0	1.423108					3.332205	2	0
1	17	19	0	0	18.000000	2	0	0.000000	1	2	0	1	0	0	7.100000	0.000000	24.950000	0.000000	0.000000	120.350000	0.000000	401.800000	0.000000	0.000000	1	0	0	1	0	0	0	0	1	1.960095		3.216874			2.890372	2	1
1	15	62	1	3	144.000000	3	21	0.000000	0	2	1	0	1	1	5.250000	15.500000	0.000000	31.750000	33.950000	81.050000	237.900000	0.000000	490.000000	446.100000	0	1	0	0	1	1	1	1	0	1.658228	2.740840		3.457893	3.524889	4.969813	3	0
2	68	57	1	38	33.000000	1	9	0.000000	1	2	0	0	1	0	13.500000	0.000000	0.000000	19.000000	0.000000	901.000000	0.000000	0.000000	1240.000000	0.000000	1	0	0	0	0	0	0	0	0	2.602690			2.944439		3.496508	2	0
1	69	42	1	23	19.000000	3	0	0.000000	1	2	0	1	1	0	25.950000	0.000000	36.900000	18.750000	0.000000	1812.150000	0.000000	2630.500000	1270.000000	0.000000	0	0	0	1	0	0	0	0	1	3.256172		3.608212	2.931194		2.944439	1	0
1	30	24	1	3	30.000000	1	7	0.000000	1	5	0	0	0	0	6.750000	0.000000	0.000000	0.000000	0.000000	171.750000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.909543					3.401197	1	1
3	22	30	0	8	41.000000	2	8	0.000000	0	1	1	0	1	1	6.100000	22.750000	0.000000	13.250000	21.350000	119.950000	441.250000	0.000000	290.000000	467.050000	0	1	0	0	1	1	0	1	0	1.808289	3.124565		2.583998	3.061052	3.713572	3	0
2	10	20	1	1	20.000000	2	0	0.000000	1	4	0	0	0	0	5.900000	0.000000	0.000000	0.000000	0.000000	48.950000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.774952					2.995732	1	1
1	72	59	1	12	65.000000	3	21	0.000000	1	6	0	1	1	0	34.650000	0.000000	36.450000	40.750000	0.000000	2519.300000	0.000000	2583.900000	2910.000000	0.000000	1	0	0	0	1	0	0	0	0	3.545298		3.595941	3.707456		4.174387	2	0
2	34	24	1	5	17.000000	4	0	0.000000	1	2	0	0	1	0	15.250000	0.000000	0.000000	4.750000	0.000000	522.450000	0.000000	0.000000	150.000000	0.000000	0	0	0	0	1	0	0	1	0	2.724580			1.558145		2.833213	3	0
2	43	49	1	18	66.000000	1	22	0.000000	0	4	0	0	1	0	8.600000	0.000000	0.000000	20.750000	0.000000	376.700000	0.000000	0.000000	875.000000	0.000000	1	0	0	0	0	1	0	1	0	2.151762			3.032546		4.189655	3	0
3	31	37	1	15	18.000000	4	5	0.000000	0	3	1	1	1	1	5.200000	19.500000	47.250000	15.750000	39.800000	151.700000	611.100000	1457.950000	460.000000	1170.300000	0	1	1	1	1	0	1	0	1	1.648659	2.970414	3.855453	2.756840	3.683867	2.890372	4	0
2	6	27	1	5	26.000000	4	2	0.000000	0	5	1	0	0	0	5.600000	12.000000	0.000000	0.000000	0.000000	30.350000	72.500000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.722767	2.484907				3.258097	1	1
2	48	42	0	21	46.000000	4	4	0.000000	0	1	0	0	1	0	14.450000	0.000000	0.000000	41.500000	0.000000	618.100000	0.000000	0.000000	1935.000000	0.000000	0	0	0	0	0	1	1	0	0	2.670694			3.725693		3.828641	3	0
2	50	25	0	6	19.000000	1	5	0.000000	0	3	0	0	1	0	7.250000	0.000000	0.000000	7.500000	0.000000	356.150000	0.000000	0.000000	375.000000	0.000000	0	0	0	0	0	0	0	0	0	1.981001			2.014903		2.944439	1	0
3	20	41	1	19	58.000000	2	6	0.000000	1	2	0	0	0	0	5.250000	0.000000	0.000000	0.000000	0.000000	98.200000	0.000000	0.000000	0.000000	0.000000	1	0	0	0	0	0	0	0	0	1.658228					4.060443	2	0
3	61	73	0	10	25.000000	1	21	1.000000	0	1	0	0	1	0	16.650000	0.000000	0.000000	71.000000	0.000000	965.600000	0.000000	0.000000	4350.000000	0.000000	0	0	0	0	0	0	0	0	0	2.812410			4.262680		3.218876	1	0
2	6	21	0	0	15.000000	2	1	0.000000	1	1	0	0	0	0	3.650000	0.000000	0.000000	0.000000	0.000000	19.400000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	1.294727					2.708050	1	0
2	1	22	0	2	35.000000	2	2	0.000000	0	1	0	0	0	0	1.650000	0.000000	0.000000	0.000000	0.000000	1.650000	0.000000	0.000000	0.000000	0.000000	0	0	0	1	0	0	0	0	1	0.500775					3.555348	1	1
1	21	43	0	13	41.000000	2	1	0.000000	1	1	1	1	1	1	6.150000	23.750000	45.400000	12.250000	37.250000	118.150000	497.150000	878.600000	195.000000	763.500000	1	1	1	1	1	1	1	1	1	1.816452	3.167583	3.815512	2.505526	3.617652	3.713572	4	1
3	7	32	0	1	71.000000	4	3	0.000000	0	2	1	1	0	1	3.600000	15.250000	41.000000	0.000000	28.050000	19.100000	122.100000	245.650000	0.000000	157.150000	1	0	1	1	1	1	1	1	1	1.280934	2.724580	3.713572		3.333989	4.262680	4	0
3	65	56	1	19	608.000000	3	34	0.000000	1	2	1	0	1	1	14.550000	69.500000	0.000000	20.250000	68.300000	964.850000	4584.800000	0.000000	1300.000000	4325.600000	0	1	1	0	1	1	1	1	0	2.677591	4.241327		3.008155	4.223910	6.410175	4	0
1	64	37	0	10	44.000000	4	9	0.000000	1	1	0	1	1	0	16.150000	0.000000	35.050000	22.000000	0.000000	965.300000	0.000000	2337.250000	1350.000000	0.000000	1	1	0	0	0	0	1	0	1	2.781920		3.556776	3.091042		3.784190	2	0
3	4	30	0	0	41.000000	2	0	0.000000	0	2	0	0	0	0	2.000000	0.000000	0.000000	0.000000	0.000000	9.900000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	1	1	1	0	0	0.693147					3.713572	3	1
1	67	45	1	22	83.000000	3	11	0.000000	1	2	0	0	1	0	27.000000	0.000000	0.000000	10.750000	0.000000	1724.800000	0.000000	0.000000	640.000000	0.000000	1	0	0	0	0	0	1	0	1	3.295837			2.374906		4.418841	2	0
2	22	35	0	12	28.000000	2	3	0.000000	0	2	0	0	0	0	6.600000	0.000000	0.000000	0.000000	0.000000	180.550000	0.000000	0.000000	0.000000	0.000000	1	0	1	1	0	0	0	0	0	1.887070					3.332205	2	1
3	51	37	1	17	101.000000	2	10	0.000000	1	2	0	0	1	0	14.950000	0.000000	0.000000	9.500000	0.000000	736.850000	0.000000	0.000000	480.000000	0.000000	1	0	0	0	0	1	1	0	0	2.704711			2.251292		4.615121	3	0
1	50	28	0	6	28.000000	1	10	0.000000	1	1	1	1	1	1	6.400000	17.250000	36.850000	12.750000	22.000000	330.950000	851.700000	1869.400000	600.000000	997.000000	1	0	0	0	0	1	1	1	0	1.856298	2.847812	3.606856	2.545531	3.091042	3.332205	3	0
1	31	47	1	18	35.000000	2	0	0.000000	0	2	0	0	0	0	11.950000	0.000000	0.000000	0.000000	0.000000	390.600000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	2.480731					3.555348	1	0
3	4	28	0	0	39.000000	2	3	0.000000	1	1	1	0	1	0	7.100000	15.000000	0.000000	12.750000	0.000000	23.800000	70.450000	0.000000	25.000000	0.000000	0	0	0	0	1	1	1	0	0	1.960095	2.708050		2.545531		3.663562	3	1
3	60	56	0	19	51.000000	4	11	0.000000	0	1	0	1	1	1	15.250000	0.000000	57.450000	28.500000	67.000000	873.700000	0.000000	3404.100000	1630.000000	4046.250000	1	1	1	1	1	1	1	1	1	2.724580		4.050915	3.349904	4.204693	3.931826	4	0
3	7	31	1	12	31.000000	2	7	0.000000	1	6	0	0	0	0	5.050000	0.000000	0.000000	0.000000	0.000000	38.050000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	1	1.619388					3.433987	1	1
